,name
6511,joffrey lannister
6512,joffrey lannister
6513,sandor clegane
6514,tyrion lannister
6515,lancel
6516,joffrey lannister
6517,tyrion lannister
6518,davos
6519,matthos
6520,davos
6521,matthos
6522,davos
6523,sansa stark
6524,shae
6525,sansa stark
6526,shae
6527,sansa stark
6528,cersei lannister
6529,cersei lannister
6530,sansa stark
6531,cersei lannister
6532,shae
6533,cersei lannister
6534,sansa stark
6535,cersei lannister
6536,sansa stark
6537,cersei lannister
6538,gold cloak
6539,cersei lannister
6540,cersei lannister
6541,sansa stark
6542,cersei lannister
6543,joffrey lannister
6544,tyrion lannister
6545,soldier
6546,soldier
6547,soldier
6548,tyrion lannister
6549,soldier
6550,joffrey lannister
6551,soldier
6552,joffrey lannister
6553,matthos
6554,davos
6555,man
6556,davos
6557,man
6558,davos
6559,man
6560,davos
6561,davos
6562,stannis baratheon
6563,soldier
6564,stannis baratheon
6565,soldier
6566,stannis baratheon
6567,soldier
6568,stannis baratheon
6569,stannis baratheon
6570,cersei lannister
6571,sansa stark
6572,cersei lannister
6573,sansa stark
6574,cersei lannister
6575,sansa stark
6576,cersei lannister
6577,sansa stark
6578,cersei lannister
6579,sansa stark
6580,cersei lannister
6581,sansa stark
6582,cersei lannister
6583,sansa stark
6584,cersei lannister
6585,cersei lannister
6586,cersei lannister
6587,cersei lannister
6588,cersei lannister
6589,sansa stark
6590,cersei lannister
6591,sansa stark
6592,cersei lannister
6593,cersei lannister
6594,cersei lannister
6595,man
6596,tyrion lannister
6597,joffrey lannister
6598,tyrion lannister
6599,man
6600,joffrey lannister
6601,tyrion lannister
6602,podrick
6603,sandor clegane
6604,sandor clegane
6605,men
6606,soldier
6607,men
6608,men
6609,men
6610,man
6611,men
6612,stannis baratheon
6613,men
6614,sandor clegane
6615,cersei lannister
6616,sansa stark
6617,cersei lannister
6618,cersei lannister
6619,cersei lannister
6620,cersei lannister
6621,shae
6622,cersei lannister
6623,cersei lannister
6624,cersei lannister
6625,shae
6626,cersei lannister
6627,shae
6628,cersei lannister
6629,shae
6630,lancel
6631,cersei lannister
6632,lancel
6633,cersei lannister
6634,lancel
6635,cersei lannister
6636,lancel
6637,cersei lannister
6638,lancel
6639,cersei lannister
6640,lancel
6641,cersei lannister
6642,lancel
6643,cersei lannister
6644,cersei lannister
6645,man
6646,man
6647,stannis baratheon
6648,man
6649,sandor clegane
6650,sandor clegane
6651,tyrion lannister
6652,sandor clegane
6653,tyrion lannister
6654,sandor clegane
6655,joffrey lannister
6656,tyrion lannister
6657,sandor clegane
6658,man
6659,man
6660,man
6661,man
6662,man
6663,man
6664,men
6665,lancel
6666,tyrion lannister
6667,joffrey lannister
6668,tyrion lannister
6669,joffrey lannister
6670,lancel
6671,man
6672,joffrey lannister
6673,man
6674,man
6675,man
6676,man
6677,man
6678,man
6679,man
6680,tyrion lannister
6681,man
6682,man
6683,tyrion lannister
6684,man
6685,tyrion lannister
6686,tyrion lannister
6687,men
6688,tyrion lannister
6689,lancel
6690,cersei lannister
6691,lancel
6692,cersei lannister
6693,lancel
6694,sansa stark
6695,all
6696,shae
6697,sansa stark
6698,shae
6699,sansa stark
6700,shae
6701,shae
6702,sandor clegane
6703,sansa stark
6704,sandor clegane
6705,sansa stark
6706,sandor clegane
6707,sansa stark
6708,sandor clegane
6709,sandor clegane
6710,sandor clegane
6711,sansa stark
6712,sandor clegane
6713,sansa stark
6714,sandor clegane
6715,men
6716,man
6717,tyrion lannister
6718,men
6719,all
6720,tyrion lannister
6721,cersei lannister
6722,tommen lannister
6723,cersei lannister
6724,tommen lannister
6725,cersei lannister
6726,tommen lannister
6727,cersei lannister
6728,tommen lannister
6729,cersei lannister
6730,podrick
6731,cersei lannister
6732,cersei lannister
6733,cersei lannister
6734,cersei lannister
6735,cersei lannister
6736,man
6737,stannis baratheon
6738,stannis baratheon
6739,cersei lannister
6740,tywin lannister
6741,male singer
6742,tyrion lannister
6743,tyrion lannister
6744,podrick
6745,pycelle
6746,tyrion lannister
6747,pycelle
6748,tyrion lannister
6749,pycelle
6750,pycelle
6751,joffrey lannister
6752,tywin lannister
6753,joffrey lannister
6754,joffrey lannister
6755,petyr baelish
6756,joffrey lannister
6757,joffrey lannister
6758,loras
6759,joffrey lannister
6760,margaery tyrell
6761,joffrey lannister
6762,cersei lannister
6763,crowd
6764,joffrey lannister
6765,pycelle
6766,joffrey lannister
6767,petyr baelish
6768,sansa stark
6769,petyr baelish
6770,sansa stark
6771,petyr baelish
6772,sansa stark
6773,petyr baelish
6774,ros
6775,ros
6776,varys
6777,ros
6778,varys
6779,ros
6780,ros
6781,varys
6782,ros
6783,varys
6784,ros
6785,varys
6786,ros
6787,varys
6788,ros
6789,varys
6790,ros
6791,varys
6792,ros
6793,varys
6794,ros
6795,varys
6796,jaime lannister
6797,brienne
6798,jaime lannister
6799,brienne
6800,jaime lannister
6801,brienne
6802,jaime lannister
6803,jaime lannister
6804,brienne
6805,jaime lannister
6806,jaime lannister
6807,brienne
6808,jaime lannister
6809,brienne
6810,man
6811,man
6812,jaime lannister
6813,man
6814,man
6815,brienne
6816,man
6817,man
6818,brienne
6819,brienne
6820,man
6821,brienne
6822,man
6823,jaime lannister
6824,brienne
6825,jaime lannister
6826,man
6827,brienne
6828,man
6829,brienne
6830,man
6831,jaime lannister
6832,brienne
6833,man
6834,man
6835,man
6836,jaime lannister
6837,man
6838,jaime lannister
6839,man
6840,jaime lannister
6841,jaime lannister
6842,man
6843,brienne
6844,man
6845,man
6846,jaime lannister
6847,brienne
6848,man
6849,man
6850,brienne
6851,man
6852,brienne
6853,jaime lannister
6854,brienne
6855,catelyn stark
6856,robb stark
6857,catelyn stark
6858,robb stark
6859,catelyn stark
6860,robb stark
6861,catelyn stark
6862,robb stark
6863,catelyn stark
6864,robb stark
6865,catelyn stark
6866,robb stark
6867,stannis baratheon
6868,melisandre
6869,stannis baratheon
6870,melisandre
6871,stannis baratheon
6872,melisandre
6873,stannis baratheon
6874,melisandre
6875,stannis baratheon
6876,stannis baratheon
6877,stannis baratheon
6878,melisandre
6879,stannis baratheon
6880,melisandre
6881,stannis baratheon
6882,melisandre
6883,stannis baratheon
6884,melisandre
6885,melisandre
6886,stannis baratheon
6887,melisandre
6888,stannis baratheon
6889,theon greyjoy
6890,luwin
6891,theon greyjoy
6892,luwin
6893,theon greyjoy
6894,theon greyjoy
6895,luwin
6896,theon greyjoy
6897,luwin
6898,theon greyjoy
6899,theon greyjoy
6900,luwin
6901,theon greyjoy
6902,theon greyjoy
6903,luwin
6904,theon greyjoy
6905,luwin
6906,theon greyjoy
6907,luwin
6908,luwin
6909,theon greyjoy
6910,luwin
6911,luwin
6912,theon greyjoy
6913,luwin
6914,theon greyjoy
6915,luwin
6916,theon greyjoy
6917,theon greyjoy
6918,theon greyjoy
6919,men
6920,theon greyjoy
6921,black lorren
6922,theon greyjoy
6923,theon greyjoy
6924,theon greyjoy
6925,theon greyjoy
6926,theon greyjoy
6927,men
6928,black lorren
6929,dagmer
6930,luwin
6931,dagmer
6932,man
6933,tyrion lannister
6934,varys
6935,tyrion lannister
6936,varys
6937,podrick
6938,tyrion lannister
6939,podrick
6940,tyrion lannister
6941,varys
6942,tyrion lannister
6943,varys
6944,tyrion lannister
6945,varys
6946,varys
6947,varys
6948,shae
6949,tyrion lannister
6950,shae
6951,shae
6952,tyrion lannister
6953,shae
6954,shae
6955,tyrion lannister
6956,shae
6957,tyrion lannister
6958,shae
6959,tyrion lannister
6960,shae
6961,tyrion lannister
6962,shae
6963,tyrion lannister
6964,shae
6965,tyrion lannister
6966,shae
6967,tyrion lannister
6968,shae
6969,septon
6970,robb stark
6971,talisa
6972,robb stark
6973,talisa
6974,kovarro
6975,kovarro
6976,jorah mormont
6977,daenerys targaryen
6978,daenerys targaryen
6979,jorah mormont
6980,daenerys targaryen
6981,hot pie
6982,arya stark
6983,jaqen hghar
6984,arya stark
6985,jaqen hghar
6986,arya stark
6987,jaqen hghar
6988,arya stark
6989,jaqen hghar
6990,arya stark
6991,jaqen hghar
6992,arya stark
6993,jaqen hghar
6994,arya stark
6995,jaqen hghar
6996,arya stark
6997,jaqen hghar
6998,arya stark
6999,jaqen hghar
7000,arya stark
7001,jaqen hghar
7002,arya stark
7003,arya stark
7004,jaqen hghar
7005,jaqen hghar
7006,jaqen hghar
7007,bran stark
7008,bran stark
7009,rickon
7010,luwin
7011,bran stark
7012,luwin
7013,osha
7014,luwin
7015,bran stark
7016,luwin
7017,luwin
7018,osha
7019,luwin
7020,luwin
7021,drogo
7022,daenerys targaryen
7023,drogo
7024,daenerys targaryen
7025,drogo
7026,drogo
7027,drogo
7028,daenerys targaryen
7029,pyatt pree
7030,pyat pree
7031,pyat pree
7032,pyat pree
7033,pyat pree
7034,pyat pree
7035,pyat pree
7036,pyat pree
7037,pyat pree
7038,pyat pree
7039,pyat pree
7040,daenerys targaryen
7041,pyat pree
7042,daenerys targaryen
7043,ygritte
7044,jon snow
7045,jon snow
7046,rattleshirt
7047,jon snow
7048,qhorin
7049,rattleshirt
7050,qhorin
7051,qhorin
7052,qhorin
7053,qhorin
7054,ygritte
7055,rattleshirt
7056,wildling
7057,rattleshirt
7058,ygritte
7059,ygritte
7060,xaro
7061,doreah
7062,daenerys targaryen
7063,daenerys targaryen
7064,daenerys targaryen
7065,xaro
7066,doreah
7067,xaro
7068,doreah
7069,xaro
7070,doreah
7071,xaro
7072,jorah mormont
7073,daenerys targaryen
7074,jorah mormont
7075,jorah mormont
7076,grenn
7077,grenn
7078,dolorous edd
7079,grenn
7080,sam
7081,grenn
7082,sam
7083,dolorous edd
7084,sam
7085,sam
7086,grenn
7087,dolorous edd
7088,grenn
7089,dolorous edd
7090,sam
7091,sam
7092,sam
7093,man
7094,sam
7095,jeor
7096,jeor
7097,jeor
7098,main
7099,ygritte
7100,ygritte
7101,man
7102,boy
7103,girl
7104,girl
7105,woman
7106,ygritte
7107,jon snow
7108,ygritte
7109,jon snow
7110,ygritte
7111,boy
7112,ygritte
7113,jon snow
7114,ygritte
7115,tormund
7116,rattleshirt
7117,tormund
7118,ygritte
7119,tormund
7120,jon snow
7121,tormund
7122,jon snow
7123,jon snow
7124,tormund
7125,mance
7126,mance
7127,mance
7128,tormund
7129,mance
7130,tormund
7131,mance
7132,mance
7133,jon snow
7134,mance
7135,jon snow
7136,mance
7137,jon snow
7138,mance
7139,jon snow
7140,mance
7141,jon snow
7142,mance
7143,jon snow
7144,mance
7145,jon snow
7146,mance
7147,bronn
7148,whore
7149,bronn
7150,whore
7151,whore
7152,podrick
7153,bronn
7154,podrick
7155,bronn
7156,podrick
7157,bronn
7158,podrick
7159,tyrion lannister
7160,cersei lannister
7161,tyrion lannister
7162,cersei lannister
7163,tyrion lannister
7164,cersei lannister
7165,tyrion lannister
7166,cersei lannister
7167,tyrion lannister
7168,cersei lannister
7169,tyrion lannister
7170,cersei lannister
7171,tyrion lannister
7172,cersei lannister
7173,tyrion lannister
7174,cersei lannister
7175,tyrion lannister
7176,cersei lannister
7177,tyrion lannister
7178,cersei lannister
7179,tyrion lannister
7180,cersei lannister
7181,tyrion lannister
7182,cersei lannister
7183,tyrion lannister
7184,cersei lannister
7185,tyrion lannister
7186,cersei lannister
7187,tyrion lannister
7188,cersei lannister
7189,tyrion lannister
7190,cersei lannister
7191,tyrion lannister
7192,cersei lannister
7193,tyrion lannister
7194,bronn
7195,meryn trant
7196,bronn
7197,meryn trant
7198,bronn
7199,podrick
7200,meryn trant
7201,bronn
7202,meryn trant
7203,bronn
7204,tyrion lannister
7205,bronn
7206,tyrion lannister
7207,bronn
7208,tyrion lannister
7209,bronn
7210,tyrion lannister
7211,bronn
7212,tyrion lannister
7213,bronn
7214,tyrion lannister
7215,bronn
7216,tyrion lannister
7217,bronn
7218,tyrion lannister
7219,bronn
7220,davos
7221,man
7222,davos
7223,man
7224,davos
7225,salladhor
7226,salladhor
7227,davos
7228,salladhor
7229,davos
7230,salladhor
7231,davos
7232,salladhor
7233,davos
7234,salladhor
7235,davos
7236,salladhor
7237,davos
7238,salladhor
7239,davos
7240,salladhor
7241,salladhor
7242,davos
7243,salladhor
7244,davos
7245,salladhor
7246,davos
7247,salladhor
7248,davos
7249,salladhor
7250,davos
7251,salladhor
7252,roose bolton
7253,robb stark
7254,roose bolton
7255,robb stark
7256,rickard karstark
7257,roose bolton
7258,rickard karstark
7259,roose bolton
7260,robb stark
7261,catelyn stark
7262,robb stark
7263,talisa
7264,robb stark
7265,qyburn
7266,talisa
7267,robb stark
7268,qyburn
7269,talisa
7270,qyburn
7271,tyrion lannister
7272,tywin lannister
7273,tyrion lannister
7274,tywin lannister
7275,tywin lannister
7276,tywin lannister
7277,tyrion lannister
7278,tywin lannister
7279,tyrion lannister
7280,tywin lannister
7281,tyrion lannister
7282,tywin lannister
7283,tyrion lannister
7284,tywin lannister
7285,tyrion lannister
7286,tywin lannister
7287,tyrion lannister
7288,tywin lannister
7289,tyrion lannister
7290,tywin lannister
7291,tywin lannister
7292,sansa stark
7293,shae
7294,sansa stark
7295,shae
7296,sansa stark
7297,shae
7298,sansa stark
7299,shae
7300,sansa stark
7301,shae
7302,sansa stark
7303,shae
7304,sansa stark
7305,petyr baelish
7306,sansa stark
7307,petyr baelish
7308,petyr baelish
7309,sansa stark
7310,petyr baelish
7311,sansa stark
7312,petyr baelish
7313,sansa stark
7314,petyr baelish
7315,ros
7316,shae
7317,ros
7318,shae
7319,ros
7320,shae
7321,ros
7322,shae
7323,ros
7324,shae
7325,ros
7326,jorah mormont
7327,daenerys targaryen
7328,jorah mormont
7329,daenerys targaryen
7330,jorah mormont
7331,daenerys targaryen
7332,jorah mormont
7333,daenerys targaryen
7334,jorah mormont
7335,davos
7336,stannis baratheon
7337,davos
7338,stannis baratheon
7339,stannis baratheon
7340,davos
7341,stannis baratheon
7342,davos
7343,melisandre
7344,davos
7345,melisandre
7346,davos
7347,melisandre
7348,melisandre
7349,melisandre
7350,davos
7351,stannis baratheon
7352,davos
7353,guard
7354,melisandre
7355,davos
7356,melisandre
7357,guard
7358,guard
7359,joffrey lannister
7360,guard
7361,joffrey lannister
7362,maid
7363,margaery tyrell
7364,margaery tyrell
7365,maid
7366,margaery tyrell
7367,guard
7368,joffrey lannister
7369,child
7370,margaery tyrell
7371,child
7372,margaery tyrell
7373,margaery tyrell
7374,child
7375,margaery tyrell
7376,margaery tyrell
7377,margaery tyrell
7378,margaery tyrell
7379,margaery tyrell
7380,loras
7381,joffrey lannister
7382,joffrey lannister
7383,cersei lannister
7384,margaery tyrell
7385,joffrey lannister
7386,margaery tyrell
7387,loras
7388,margaery tyrell
7389,cersei lannister
7390,margaery tyrell
7391,loras
7392,margaery tyrell
7393,cersei lannister
7394,joffrey lannister
7395,cersei lannister
7396,margaery tyrell
7397,joffrey lannister
7398,cersei lannister
7399,missandei
7400,missandei
7401,missandei
7402,daenerys targaryen
7403,missandei
7404,kraznys mo nakloz
7405,missandei
7406,missandei
7407,jorah mormont
7408,missandei
7409,kraznys mo nakloz
7410,missandei
7411,kraznys mo nakloz
7412,missandei
7413,kraznys mo nakloz
7414,missandei
7415,daenerys targaryen
7416,kraznys mo nakloz
7417,missandei
7418,kraznys mo nakloz
7419,unsullied
7420,missandei
7421,daenerys targaryen
7422,missandei
7423,kraznys mo nakloz
7424,missandei
7425,daenerys targaryen
7426,missandei
7427,kraznys mo nakloz
7428,missandei
7429,daenerys targaryen
7430,jorah mormont
7431,daenerys targaryen
7432,jorah mormont
7433,daenerys targaryen
7434,jorah mormont
7435,jorah mormont
7436,jorah mormont
7437,daenerys targaryen
7438,daenerys targaryen
7439,barristan
7440,daenerys targaryen
7441,jorah mormont
7442,barristan
7443,jon snow
7444,jon snow
7445,eddard stark
7446,bran stark
7447,jojen
7448,bran stark
7449,jojen
7450,hodor
7451,bran stark
7452,osha
7453,bran stark
7454,osha
7455,bran stark
7456,osha
7457,bran stark
7458,osha
7459,bran stark
7460,osha
7461,osha
7462,bran stark
7463,osha
7464,bran stark
7465,osha
7466,osha
7467,talisa
7468,robb stark
7469,talisa
7470,robb stark
7471,talisa
7472,roose bolton
7473,talisa
7474,robb stark
7475,roose bolton
7476,catelyn stark
7477,robb stark
7478,catelyn stark
7479,catelyn stark
7480,robb stark
7481,catelyn stark
7482,robb stark
7483,catelyn stark
7484,theon greyjoy
7485,torturer
7486,jaime lannister
7487,brienne
7488,jaime lannister
7489,brienne
7490,jaime lannister
7491,brienne
7492,jaime lannister
7493,brienne
7494,jaime lannister
7495,jaime lannister
7496,brienne
7497,jaime lannister
7498,brienne
7499,jaime lannister
7500,brienne
7501,jaime lannister
7502,brienne
7503,jaime lannister
7504,brienne
7505,jaime lannister
7506,brienne
7507,jaime lannister
7508,brienne
7509,jaime lannister
7510,jaime lannister
7511,jaime lannister
7512,brienne
7513,jaime lannister
7514,brienne
7515,jaime lannister
7516,man
7517,brienne
7518,man
7519,jaime lannister
7520,man
7521,brienne
7522,jaime lannister
7523,brienne
7524,jaime lannister
7525,brienne
7526,jaime lannister
7527,joffrey lannister
7528,cersei lannister
7529,joffrey lannister
7530,tailor
7531,joffrey lannister
7532,cersei lannister
7533,cersei lannister
7534,joffrey lannister
7535,cersei lannister
7536,joffrey lannister
7537,cersei lannister
7538,joffrey lannister
7539,cersei lannister
7540,joffrey lannister
7541,cersei lannister
7542,joffrey lannister
7543,cersei lannister
7544,joffrey lannister
7545,cersei lannister
7546,joffrey lannister
7547,joffrey lannister
7548,shae
7549,sansa stark
7550,shae
7551,sansa stark
7552,shae
7553,sansa stark
7554,shae
7555,sansa stark
7556,shae
7557,sansa stark
7558,guard
7559,sansa stark
7560,loras
7561,sansa stark
7562,loras
7563,loras
7564,sansa stark
7565,loras
7566,margaery tyrell
7567,maid
7568,margaery tyrell
7569,loras
7570,sansa stark
7571,margaery tyrell
7572,olenna tyrell
7573,olenna tyrell
7574,sansa stark
7575,olenna tyrell
7576,margaery tyrell
7577,olenna tyrell
7578,margaery tyrell
7579,olenna tyrell
7580,sansa stark
7581,olenna tyrell
7582,olenna tyrell
7583,sansa stark
7584,olenna tyrell
7585,sansa stark
7586,olenna tyrell
7587,olenna tyrell
7588,sansa stark
7589,olenna tyrell
7590,margaery tyrell
7591,olenna tyrell
7592,servant
7593,olenna tyrell
7594,olenna tyrell
7595,sansa stark
7596,olenna tyrell
7597,sansa stark
7598,olenna tyrell
7599,sansa stark
7600,margaery tyrell
7601,olenna tyrell
7602,sansa stark
7603,olenna tyrell
7604,sansa stark
7605,olenna tyrell
7606,rickard karstark
7607,robb stark
7608,rickard karstark
7609,rickard karstark
7610,robb stark
7611,rickard karstark
7612,robb stark
7613,rickard karstark
7614,robb stark
7615,rickard karstark
7616,robb stark
7617,rickard karstark
7618,robb stark
7619,rickard karstark
7620,talisa
7621,man
7622,catelyn stark
7623,talisa
7624,catelyn stark
7625,talisa
7626,catelyn stark
7627,talisa
7628,catelyn stark
7629,talisa
7630,catelyn stark
7631,catelyn stark
7632,talisa
7633,catelyn stark
7634,talisa
7635,catelyn stark
7636,mance
7637,jon snow
7638,mance
7639,jon snow
7640,mance
7641,jon snow
7642,mance
7643,jon snow
7644,mance
7645,tormund
7646,jon snow
7647,mance
7648,ygritte
7649,mance
7650,mance
7651,orell
7652,mance
7653,orell
7654,rast
7655,grenn
7656,sam
7657,grenn
7658,sam
7659,grenn
7660,dolorous edd
7661,sam
7662,dolorous edd
7663,sam
7664,dolorous edd
7665,grenn
7666,rast
7667,grenn
7668,rast
7669,grenn
7670,rast
7671,jeor
7672,grenn
7673,rast
7674,jeor
7675,rast
7676,jeor
7677,rast
7678,jeor
7679,rast
7680,bran stark
7681,osha
7682,bran stark
7683,osha
7684,jojen
7685,osha
7686,jojen
7687,meera
7688,meera
7689,osha
7690,jojen
7691,jojen
7692,gendry baratheon
7693,arya stark
7694,gendry baratheon
7695,arya stark
7696,gendry baratheon
7697,arya stark
7698,gendry baratheon
7699,arya stark
7700,gendry baratheon
7701,arya stark
7702,gendry baratheon
7703,arya stark
7704,gendry baratheon
7705,arya stark
7706,gendry baratheon
7707,thoros
7708,hot pie
7709,arya stark
7710,thoros
7711,thoros
7712,anguy
7713,thoros
7714,arya stark
7715,thoros
7716,arya stark
7717,anguy
7718,thoros
7719,arya stark
7720,anguy
7721,thoros
7722,arya stark
7723,thoros
7724,arya stark
7725,thoros
7726,hot pie
7727,thoros
7728,anguy
7729,anguy
7730,anguy
7731,thoros
7732,shae
7733,tyrion lannister
7734,shae
7735,tyrion lannister
7736,shae
7737,tyrion lannister
7738,tyrion lannister
7739,shae
7740,tyrion lannister
7741,shae
7742,tyrion lannister
7743,shae
7744,tyrion lannister
7745,shae
7746,tyrion lannister
7747,shae
7748,tyrion lannister
7749,tyrion lannister
7750,shae
7751,tyrion lannister
7752,shae
7753,tyrion lannister
7754,shae
7755,tyrion lannister
7756,shae
7757,tyrion lannister
7758,shae
7759,tyrion lannister
7760,shae
7761,tyrion lannister
7762,shae
7763,tyrion lannister
7764,shae
7765,tyrion lannister
7766,shae
7767,tyrion lannister
7768,tyrion lannister
7769,guard
7770,joffrey lannister
7771,margaery tyrell
7772,joffrey lannister
7773,margaery tyrell
7774,joffrey lannister
7775,margaery tyrell
7776,joffrey lannister
7777,margaery tyrell
7778,joffrey lannister
7779,margaery tyrell
7780,joffrey lannister
7781,margaery tyrell
7782,joffrey lannister
7783,margaery tyrell
7784,joffrey lannister
7785,margaery tyrell
7786,joffrey lannister
7787,margaery tyrell
7788,joffrey lannister
7789,margaery tyrell
7790,margaery tyrell
7791,joffrey lannister
7792,joffrey lannister
7793,margaery tyrell
7794,joffrey lannister
7795,joffrey lannister
7796,joffrey lannister
7797,margaery tyrell
7798,joffrey lannister
7799,margaery tyrell
7800,joffrey lannister
7801,margaery tyrell
7802,margaery tyrell
7803,joffrey lannister
7804,margaery tyrell
7805,joffrey lannister
7806,margaery tyrell
7807,theon greyjoy
7808,torturer
7809,theon greyjoy
7810,theon greyjoy
7811,torturer
7812,theon greyjoy
7813,torturer
7814,theon greyjoy
7815,torturer
7816,theon greyjoy
7817,torturer
7818,theon greyjoy
7819,torturer
7820,theon greyjoy
7821,torturer
7822,theon greyjoy
7823,torturer
7824,theon greyjoy
7825,theon greyjoy
7826,theon greyjoy
7827,theon greyjoy
7828,theon greyjoy
7829,ramsay bolton
7830,theon greyjoy
7831,ramsay bolton
7832,theon greyjoy
7833,osha
7834,bran stark
7835,jojen
7836,bran stark
7837,jojen
7838,bran stark
7839,jojen
7840,bran stark
7841,jojen
7842,bran stark
7843,jojen
7844,bran stark
7845,jojen
7846,osha
7847,meera
7848,osha
7849,meera
7850,osha
7851,meera
7852,bran stark
7853,jojen
7854,bran stark
7855,jojen
7856,bran stark
7857,jojen
7858,bran stark
7859,jojen
7860,bran stark
7861,jojen
7862,man
7863,arya stark
7864,thoros
7865,man
7866,thoros
7867,arya stark
7868,thoros
7869,arya stark
7870,thoros
7871,gendry baratheon
7872,thoros
7873,gendry baratheon
7874,thoros
7875,arya stark
7876,thoros
7877,arya stark
7878,arya stark
7879,men
7880,thoros
7881,thoros
7882,arya stark
7883,thoros
7884,thoros
7885,anguy
7886,thoros
7887,anguy
7888,thoros
7889,thoros
7890,thoros
7891,sandor clegane
7892,thoros
7893,thoros
7894,men
7895,sandor clegane
7896,sandor clegane
7897,jaime lannister
7898,brienne
7899,jaime lannister
7900,brienne
7901,jaime lannister
7902,jaime lannister
7903,brienne
7904,jaime lannister
7905,brienne
7906,jaime lannister
7907,brienne
7908,jaime lannister
7909,jaime lannister
7910,jaime lannister
7911,jaime lannister
7912,jaime lannister
7913,jaime lannister
7914,jaime lannister
7915,jaime lannister
7916,locke
7917,jaime lannister
7918,locke
7919,man
7920,locke
7921,jaime lannister
7922,locke
7923,edmure
7924,brynden
7925,edmure
7926,brynden
7927,edmure
7928,robb stark
7929,edmure
7930,robb stark
7931,edmure
7932,robb stark
7933,edmure
7934,robb stark
7935,edmure
7936,robb stark
7937,brynden
7938,robb stark
7939,edmure
7940,robb stark
7941,robb stark
7942,edmure
7943,robb stark
7944,edmure
7945,robb stark
7946,brynden
7947,robb stark
7948,tyrion lannister
7949,tywin lannister
7950,tywin lannister
7951,varys
7952,tywin lannister
7953,varys
7954,tywin lannister
7955,petyr baelish
7956,pycelle
7957,petyr baelish
7958,tywin lannister
7959,tyrion lannister
7960,tywin lannister
7961,tyrion lannister
7962,tywin lannister
7963,tyrion lannister
7964,cersei lannister
7965,pycelle
7966,men
7967,jaime lannister
7968,brienne
7969,jaime lannister
7970,brienne
7971,jaime lannister
7972,brienne
7973,jaime lannister
7974,brienne
7975,jaime lannister
7976,brienne
7977,jaime lannister
7978,brienne
7979,jaime lannister
7980,brienne
7981,jaime lannister
7982,brienne
7983,jaime lannister
7984,gendry baratheon
7985,thoros
7986,arya stark
7987,thoros
7988,arya stark
7989,thoros
7990,arya stark
7991,thoros
7992,sandor clegane
7993,anguy
7994,sandor clegane
7995,anguy
7996,arya stark
7997,sandor clegane
7998,anguy
7999,anguy
8000,driver
8001,arya stark
8002,hot pie
8003,gendry baratheon
8004,hot pie
8005,arya stark
8006,hot pie
8007,arya stark
8008,hot pie
8009,arya stark
8010,hot pie
8011,gendry baratheon
8012,arya stark
8013,hot pie
8014,gendry baratheon
8015,hot pie
8016,gendry baratheon
8017,arya stark
8018,hot pie
8019,man
8020,arya stark
8021,catelyn stark
8022,brynden
8023,catelyn stark
8024,brynden
8025,catelyn stark
8026,brynden
8027,catelyn stark
8028,brynden
8029,martyn
8030,talisa
8031,martyn
8032,talisa
8033,martyn
8034,talisa
8035,martyn
8036,talisa
8037,martyn
8038,talisa
8039,mance
8040,jon snow
8041,ygritte
8042,orell
8043,mance
8044,jon snow
8045,mance
8046,mance
8047,jon snow
8048,mance
8049,tormund
8050,mance
8051,tormund
8052,mance
8053,orell
8054,mance
8055,sam
8056,craster
8057,jeor
8058,craster
8059,jeor
8060,craster
8061,woman
8062,woman
8063,craster
8064,karl tanner
8065,craster
8066,jeor
8067,craster
8068,craster
8069,woman
8070,woman
8071,woman
8072,woman
8073,gilly
8074,ramsay bolton
8075,ramsay bolton
8076,theon greyjoy
8077,ramsay bolton
8078,ramsay bolton
8079,theon greyjoy
8080,ramsay bolton
8081,theon greyjoy
8082,man
8083,stannis baratheon
8084,melisandre
8085,stannis baratheon
8086,melisandre
8087,stannis baratheon
8088,melisandre
8089,stannis baratheon
8090,melisandre
8091,stannis baratheon
8092,melisandre
8093,stannis baratheon
8094,melisandre
8095,stannis baratheon
8096,stannis baratheon
8097,melisandre
8098,melisandre
8099,stannis baratheon
8100,melisandre
8101,stannis baratheon
8102,melisandre
8103,barristan
8104,daenerys targaryen
8105,barristan
8106,daenerys targaryen
8107,jorah mormont
8108,daenerys targaryen
8109,barristan
8110,jorah mormont
8111,barristan
8112,jorah mormont
8113,daenerys targaryen
8114,jorah mormont
8115,barristan
8116,jorah mormont
8117,jorah mormont
8118,daenerys targaryen
8119,barristan
8120,jorah mormont
8121,daenerys targaryen
8122,barristan
8123,daenerys targaryen
8124,missandei
8125,daenerys targaryen
8126,missandei
8127,kraznys
8128,missandei
8129,daenerys targaryen
8130,greizhen
8131,missandei
8132,daenerys targaryen
8133,kraznys
8134,missandei
8135,kraznys
8136,missandei
8137,kraznys
8138,missandei
8139,kraznys
8140,missandei
8141,kraznys
8142,missandei
8143,kraznys
8144,missandei
8145,kraznys
8146,missandei
8147,daenerys targaryen
8148,barristan
8149,jorah mormont
8150,kraznys
8151,daenerys targaryen
8152,kraznys
8153,missandei
8154,daenerys targaryen
8155,kraznys
8156,daenerys targaryen
8157,missandei
8158,jorah mormont
8159,barristan
8160,daenerys targaryen
8161,daenerys targaryen
8162,missandei
